微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
"转发理由,微评论,公共资源商业化需问民意,顺应民意,武汉地铁2号线江汉路站取消冠名,周黑鸭,商业冠名,早有济南黄河大桥冠名拍卖,宜宾机场冠名,五粮液,等在前,有偿冠名,实质上是对公共资源商业化运营,应体现公共属性,符合民意的价值取向,否则,必然影响公众生活和情绪,引来诟病和猜想,原始用户,人民日报,转发内容,周黑鸭,江汉路站,没有了,即将开通的武汉地铁2号线,9个车站冠名将全部取消,已经挂在车站内的车站冠名标识,在正式开通前都会更改过来,据悉,包括周黑鸭在内的7家企业花2700万竞得冠名权,不少网友认为,周黑鸭的冠名太商业化,即使冠名,也应该听听市民的意见",False,2012-11-24 19:13,媒体版微博,4,123,109
",贵州响水煤矿发生煤与瓦斯突出事故致18死,据新华社,记者从贵州省有关部门和盘江集团了解到,24日11时许,位于贵州省六盘水市盘县境内的响水煤矿发生煤与瓦斯突出事故,事故发生时有28人在井下,截至当天17时30分,事故已造成18人死亡,有5人获救,另有5人仍困在井下,救援人员正在搜救中,",True,2012-11-24 18:33,微博 weibo.com,14,1176,375
",黑车,为何泛滥,如今,无论哪座城市,无运营资格的,黑车,拉客十分普遍,黑车抢了正规出租车生意的事屡有发生,霸道,宰客,安全隐患,这是舆论给,黑车,贴上的标签,然而,黑车屡禁不绝的背后,是巨大的市场需求,你愿意坐,黑车,吗,你觉得应该如何治理,黑车,",True,2012-11-24 17:33,微博 weibo.com,5,700,733
",荆州有个,罚款特色班,上学迟到罚10块,旷课一次罚20,去年8月开学起,湖北荆州市某重点中学高二,15,班开始,以罚代管,一年多来,全班近50人被罚,罚款累计近6000元,一同学更是被罚了近2000元,班主任称,市场经济条件下,犯错误了就要付出代价,",True,2012-11-24 16:40,微博 weibo.com,6,982,720
",听政,中纪委常委,最高人民法院党组成员,副院长江必新,党必须在宪法和法律的范围内活动,任何组织和个人都不得有超越宪法和法律的特权,要使党对国家的领导方式与宪法所规定的国家权力运行方式协调统一起来,确保行政机关依法行政,司法机关依法独立公正地行使职权,",True,2012-11-24 15:34,微博 weibo.com,5,490,339
",河南一公务员伪造维稳公文诈骗获刑,据新华社,河南正阳县林业局副主任科员冯国林,利用党委,政府对维稳工作的重视,伪造文件,以市政府名义向所辖各县发送传真,要求规定期限内向指定账户汇入,维稳基金,以骗取钱财,日前,冯被判处有期徒刑三年缓刑四年,并处罚金1万元,",True,2012-11-24 14:44,微博 weibo.com,5,295,229
",温岭正式回应钉子户事件,绝不停水断电,补偿标准不让步,浙江温岭大溪镇政府昨天下午首度对钉子户相关问题作出正式回应,称,肯定不会对罗保根采用停水断电的手段逼其搬离,一定会等到他自愿搬离,同时,也,肯定不会因为外界的聚焦,而在补偿问题上作出让步,",True,2012-11-24 13:38,微博 weibo.com,14,1029,833
",女记者微博举报人大代表,双城市展开调查,据,新华视点,自称黑龙江双城市女记者的,王德春,23日网上实名举报双城市工业总公司总经理孙德江,称受孙要挟,与他保持不正当关系,还举报孙德江存在以权谋私行为,据介绍,王德春孙德江确有其人,双城市已成立调查组对此事展开调查,",True,2012-11-24 12:50,微博 weibo.com,18,2060,757
",年轻人该不该,求稳,2013年度国考今天开始,报名人数超过150万,进政府,去国企,本该最具突破动力和创新可能的年轻人,越发青睐,稳定工作,折射出对,安全,和,公平,的渴望,很多年轻人并非丧失了拼搏本能,而是被现实缚住了手脚,当思考,该如何为他们提供更完善的上升通道和成材保障,原图,",True,2012-11-24 12:04,微博 weibo.com,8,1230,599
",周黑鸭,江汉路站,没有了,即将开通的武汉地铁2号线,9个车站冠名将全部取消,已经挂在车站内的车站冠名标识,在正式开通前都会更改过来,据悉,包括周黑鸭在内的7家企业花2700万竞得冠名权,不少网友认为,周黑鸭的冠名太商业化,即使冠名,也应该听听市民的意见",True,2012-11-24 11:11,微博 weibo.com,5,476,260
",教育部,10年来小学辍学率均低于1,近日,21世纪教育研究院关于我国农村教育布局调整十年的报告引起关切,23日,教育部有关负责人表示,我国小学入学率从2001年的99,1,到2011年的99,8,保持稳定增长,辍学率未高于国家1,的控制线,不存在小学辍学率回到十年前的问题,",True,2012-11-24 10:27,微博 weibo.com,3,197,208
",昨夜起新冷空气来袭,这个周末干点啥,中央气象台,监测显示,新一股中等强度的冷空气于昨夜开始将自西向东横扫我国大部,预计今天白天到夜间,青藏高原东部等地将有中到大雪,雪,暂未受冷空气影响的江淮和江南部分地区有轻雾,都来说说,这个寒冷的周末,你是打算宅在家还是坚持出门逛逛捏,原图,",True,2012-11-24 09:52,媒体版微博,2,183,95
",山西火锅店爆炸已致14死,人民日报记者冀业消息,11月23日晚7时52分,山西省晋中市寿阳县喜羊羊火锅店发生液化气泄漏引起的爆炸燃烧事故,截至目前,已致死亡14人,受伤47人,其中重伤17人,受伤人员已全部送往医院救治,部分伤员转到太原,目前善后工作全面展开,事故原因正在进一步调查中,原图,",True,2012-11-24 09:37,微博 weibo.com,7,1472,552
",新闻史上的今天,1937年11月24日,成舍我创办的上海,立报,因日军占领上海,义不受辱,宣布自动停刊,该报于1935年9月20日创刊,是一份四开小型报,独辟蹊径,小报大办,在报业林立的上海一举成名,发行曾打破,自有日报以来的最高销售纪录,15万份,中国新闻史学会供稿,图片来自网络,原图,",True,2012-11-24 08:44,微博 weibo.com,0,118,45
",你好,明天,释放跪访农妇,公安局长登门道歉,正视微博爆料,不雅书记,被立案调查,最近,云南,重庆两起事件的解决,政府回应明显提速,然而,反腐纠错不能只靠舆论和,民间纪委,散点式改进尚待制度性提升,只有让法重过人,用法管住权,才能做到公权不失当,监督不缺位,惩戒不落空,安,原图,",True,2012-11-23 23:50,微博 weibo.com,24,1816,819
",把飞鸟还给天空,数十家媒体和公益组织23日发布,让候鸟飞,倡议书,呼吁拒绝食用野生鸟类,举报捕杀,买卖野生鸟类行为,没有买卖,就没有杀害,构筑候鸟保护网,需要加大处罚力度,让候鸟杀手付出沉重代价,需要强化公民参与,让人人自觉抵制食鸟诱惑,需要强化生态文明意识,爱鸟也是保护生态,原图,",True,2012-11-23 23:37,微博 weibo.com,8,555,240
",微议录,提个税起征点不如提工资,提高个税不如提高工资提高待遇,解决找工作难和生活问题,感谢,水木,录人贾,分析师朱博,jlijames,梧桐树513,税世界,LZQ1020,死老背丶站着说话,北界松,大鱼,Ver,2012,Miao家猫,辉景乡小张,郜紫莉,对个税起征点,艾滋病首诊负责等话题发表的评论,原图,",True,2012-11-23 23:22,媒体版微博,3,196,173
",微评论,正视博士退学背后的渴望,放弃科研投身教育,清华博士萧杨的选择引发热议,尽管有天赋浪费,培养白费的惋惜,也有无使命感,无献身精神的指谪,但都无法逾越个人选择自由的时代共识,而需要我们正视的,恰恰是网友热议中对解开,钱学森之问,的迫切,对守望科研而不浮不躁的环境渴望,原图,",True,2012-11-23 22:43,媒体版微博,3,375,233
",小编答疑,柴鸡蛋与普通鸡蛋营养差不多,大囧娃,suxu0574,瘦身大象,等网友对人民日报,吃鸡蛋引发,三高,无证据,一文,提出不少追问,求证,小编们又来答疑了,只吃蛋白不吃蛋黄,不如直接吃豆腐,柴鸡蛋的营养成分和普通鸡蛋差别不大,点击大图,看看小编们的回答对你有没有帮助吧,原图,",True,2012-11-23 22:03,微博 weibo.com,2,331,127
",拉个活,救了命,因生活困难,陈娟,化名,抱着3个月的宝宝,打算用最后的20元钱打车去长江大桥自杀,南京的哥吴勇发现情况后,停车劝说,把她送到派出所,被授予见义勇为证书和500元奖金的他把钱转给陈娟,她比我更需要,绝望中的援手,不做冷漠的陌生人,活着就是希望,别怕,现代快报,原图,",True,2012-11-23 21:11,微博 weibo.com,17,1336,622
",国考,只是一种选择,本周末,即将迎来万众瞩目的,国考,参与其中的你,是否已蓄势待发,收拾好物品,准备好证件,放松好心情,每一份付出都会迎来回报,国考,只是一种选择,一个开始,更重要的,是坚实地迈出你事业理想的每一步,并迈好每一步,原图,",True,2012-11-23 20:23,媒体版微博,3,779,267
",西安警方,乳业打假第一人,身上刀伤为其妻所致,人民日报记者姜峰消息,23日下午,陕西西安雁塔警方就,乳业打假第一人,蒋卫锁遇害案案情进行通报,称其身上刀伤为其妻子所致,但刀伤是否导致蒋卫锁死亡仍需等待尸检结果,目前,其妻已被刑拘,共抓获涉案人员6名,案件正在调查中,",True,2012-11-23 19:21,微博 weibo.com,11,410,198
",高压锅也有,保质期,你了解高压锅的安全使用期吗,2002年后,高压锅的推荐使用期限由8年缩短为5年,平时要注意检查高压锅是否变形,如果锅底鼓起或内陷,锅盖变型,牙扣缺损,锅与盖闭合不紧密,应立即停止使用,别让超期服役的高压锅成为,定时炸弹,身边的安全隐患,不要掉以轻心呦,原图,",True,2012-11-23 19:14,微博 weibo.com,7,747,142
",33年,502名流浪儿,王万林是浙江杭州的一名下岗工人,1979年至今,他救助了502名流浪儿,能回家的,给他们买车票,回不去的,暂时留在家里,无人照顾的,送他们去学手艺,短则两三天,长则七八年,吃住他一并承担,他们正处在人生的岔路口,一份关心或许就能改变他们的一生,大爱,感动,原图,",True,2012-11-23 18:02,微博 weibo.com,13,1049,416
",卫生部,艾滋病治疗首诊负责,严禁推诿,人民日报记者白剑锋消息,卫生部今天发出通知,艾滋病患者和病毒感染者抗病毒治疗及其他医疗服务,落实首诊负责制,严禁推诿或者拒绝诊治,指定具备条件的医院承担医疗服务工作,将定点医院名单向社会公布,同时,采取措施确保接触救治的医务人员自身安全,原图,",True,2012-11-23 17:21,微博 weibo.com,4,257,114
",2013年保送生招生开始了,复旦大学今年首次增设,心理测试,评估,该项目在选拔总体评价中并不占权重,若发现心理状态异常较重的学生,学校将参照有关规定进行处理,如学生患有轻度抑郁症,将建议其稍延后报到,北京大学仍将采取,中学推荐为主,个人自荐为辅,的原则,",True,2012-11-23 16:48,微博 weibo.com,2,179,42
",好电影要先讲好故事,美女帅哥云集,各地风光旖旎,但只有时尚,没有生活,只有演员的表演,没有生活的艺术,一次次刷新票房,国产电影的市场价值被开发,却觉得和生活日渐疏离,这样的电影,养眼不养心,更不能打动人,近年来的国产电影,你有特别中意的吗,",True,2012-11-23 15:51,微博 weibo.com,2,1415,410
",为官避事平生耻,今天的共产党人,格外需要克服患得患失,畏首畏尾的消极心态,格外需要鼓起敢于负责的勇气,以改革开放的强大动力破解民生难题,把,权利公平,机会公平,规则公平,化为不同出身年轻人平等竞技的舞台,把,美丽中国,变成天朗气清的生活空间,",True,2012-11-23 14:49,微博 weibo.com,1,423,233
",北京,事业单位面试须全程录像,北京市人力社保局新近下发通知,要求招聘单位招聘前要发布公告,面试须全程录像,考试结束后,笔试试卷和面试音像资料由考试组织单位妥善保存,保存期至少半年,事业单位公开招聘要在纪检监察部门的全程参与和监督下进行,",True,2012-11-23 14:04,微博 weibo.com,0,255,162
",最高检修改刑诉规则,讯问录音,录像可当庭播放,新刑诉法规定了讯问过程的录音或录像制度,在检察机关内部,对讯问职务犯罪嫌疑人录音,录像的要求更高,要做到,全程,全部,全面,进行,必要时,公诉人可提请法庭当庭播放相关时段的讯问录音,录像,进行质证,",True,2012-11-23 13:16,微博 weibo.com,3,228,82
"转发理由,更合理的制度设计,确实是合并计算家庭所有收入,再考虑人均收入水平的差异,区别对待,未来个税改革的方向,应当是在调节收入分配上发挥更大作用,使税负更加公平,沙萝蔓茱,我看缴税这种事按家庭收入来算比较合理,比如,家庭月收入过两万再缴个税,原始用户,人民日报,转发内容,贾康,收入过万才缴个税对中低收入者意义不大,财政部财科所所长贾康,2011年全国城镇居民人均总收入为23979元,月均收入2000左右,达不到3500的个税起征点,工薪阶层现在只有7,7,纳个税,且九成以上税负低于5,再往上提的话只能是让高收入者受益,与中低收入者无关,",False,2012-11-23 12:57,微博 weibo.com,3,140,157
",李嘉诚,行动英雄,昨日李嘉诚在某商学院发表演讲,你们活在机遇的时代,在这片充满机会的大地上,我深信你们的成就一定比我更高,更好,能量一定比我更大,我们不一定是拯救世界的英雄,但我们谨守正知,正行,正念,应该可以高声回应社会,我们一生未曾不仁不义,不善不正,好文章与各位同学分享,原图,",True,2012-11-23 12:04,微博 weibo.com,10,1405,336
